decent place  would recommend this best western is nicer and cleaner than most best westerns initially we had some trouble finding the lobby to check in but only because we went in through the food court cvs entrance at the front desk check in was hassle free but the desk staff wasn t friendly at all he mumbled something about our room having been given away so we had gotten a free upgrade to an apartment suite we were a little confused but hey it was a free upgrade the apartments are in a separate part of the building from the hotel and aren t bad really the hallway once you exit the elevator is a little small and cheap looking and there was a bag of linens  clean or dirty i m not sure sitting in the hallway for the entire duration of our stay  granted we did only stay one night  but once you enter the apartment it is cozy and simply decorated and the kitchen is even outfitted with dishes and paper towels etc there were a few things i noticed which might bother some people but didn t really bother me one is that there were some noticeable holes in one of the walls which just need a little spackle another is that there was a teeny bit of mold mildew in between the shower tiles and the shower curtain could have been a little cleaner other than those small things the apartment was nice and clean enough the hotel itself is only a 6 block walk from fenway and in the same building as a food court cvs also the longwood restaurant on premises is actually pretty good and not expensive i would stay here again if i needed to be in the vicinity of fenway or the hospitals ,negative,3,4,3,3
no problems here gotta say that i read these reviews after i made our reservation and i was a little concerned however i found the negative comments totally unfounded our room was clean and comfortable the staff was friendly and very helpful the parking was hassle free and very reasonable for overnight city parking and it was an easy 15 minute walk to fenway the only down side that i could see is there is no nightlife in the immediate area the onsite restaurant and bar are both good and the adjacent food court provide a quick and cheap meal option ,positive,0,3,3,4
giives new meaning to the word  filthy my husband and i stayed at the inn at longwood medical because of it s proximity to dana farber cancer center and brighams and woman s hospital i was somewhat hesitant because of the reviews here but it is the closest hotel to the medical facilities so we booked i was completely unprepared to the actual filth and dirt in the room i wiped down the remote the light switch one doorknob and the heating air conditioning dial and the antibacterial wipe i was using was dark gray and black astounding then we pulled down the sheets and found long black hair between the sheets i lifted up the sheets to check the mattress pad because of an earlier review i read involving bedbugs and was so dismayed to see dirt and very short very curly hair embedded in the mattress pad overall the state of the room was disgusting staff was fine checkin out was fine complimentary breakfast was fine i just wish there was another hotel close by to have another option for overnight stays ,negative,4,3,2,1
good bad and the ugly we chose this hotel based on the photo and description on the hotel s own website it was a bit misleading the hotel is difficult to find considering that it sits in top the galleria  not a mall despite the name among several medical facilities and colleges we passed it and had to turn around  a complicated proposition considering the volume of foot traffic in the area the traffic signals are slow and pedestrians  mostly medical school students in a hurry pretty much ignore them creating a major driving hassle we parked in the garage adjacent to the hotel which costs 18 day the spaces are small and some valet service also uses the garage  double parking all over the place creating another headache front desk staff was minimal and we ended up waiting for our parking voucher every time we came and went that s the bad the good the room had a great layout and was spacious it included a table desk microwave fridge sink  basically a small kitchenette  and a whole wall of windows  the windows faced apartment windows which was a bit disconcerting  imagine looking out and seeing a man changing his clothes in his bedroom not 50 feet away  the location was great for walking  much to see and plenty of restaurants to choose from as a matter of fact the galleria food court is literally an elevator ride away there we could choose from a variety of quick meals  mexican chinese american subs sushi soup coffee smoothies even dairy queen and mcdonalds the ugly unfortunately there was an ugly the toilet was unstable and filled inconsistently the shower never stopped dripping and had a slow  extremely slow drain my ten minute shower practically turned into a bath the bathroom sink had a problem with uneven water pressure the lighting in the room was inadequate  four lamps with dim bulbs did not provide enough light and opening the curtains was not much help since the hotel is in the shadows of tall hospital buildings the door was challenging to close and latch and i found the single chain lock  no deadbolt to be insufficient on an odd note the hotel has framed photography on display and for sale in the lobby yet when we inquired about purchasing a piece  which was a fundraiser for the adjacent hospital by the way  no one knew how to sell it to us we left without the piece why display prices and post information about the fundraiser and then be unable to sell the pieces disappointing if i had someone in one of the nearby hospitals this would be my hotel of choice but otherwise i won t be back ,negative,1,1,1,1
what a beautiful room i stayed at this hotel on friday night in june the room was beautiful  spacious  large king bed with a kitchenette  a treat in a downtown hotel since frequently rooms in downtown feel like my closet the kitchenette was also lovely we had room service for breakfast and in the evening the breakfast came exactly at the requested time  hot  cooked perfectly and the evening was equally responsive the front desk staff was equally attentive helpful and efficient we were in town for a concert so the concierge was very helpful in getting us a taxi and ensuring that the driver knew exactly where we going and to get us there promptly great job it was in a good location to go to the bu harvard medical fenway northeastern u  and the hospital district we were going to the bu area ,positive,5,4,4,4
not a great place not a great hotel quality of staff was uneven often unfriendly room maintenance was poor the door did not close properly shower poor quality room somewhat cramped ,negative,1,0,1,1
beware  bed bugs we were in boston due to a medical emergency we had a very young baby with us so we wanted to be as close to the hospital as possible because we were there for 10 days we had to stay in many different rooms the rooms were mediocre and the price i thought was high even with medical discount we found a couple of the staff great  very helpful went over and above and others totally rude but our biggest problem was bed bugs i was bitten over 100 times on my face  gross   chest arms and hands my adult daughter received fewer bites that became very and infected luckily the baby did not show any bites we are still trying to resolve this situation with the management who has not been overly helpful if you absolutely have to stay here for closeness to the hospitals i would thoroughly check the room for bed bugs make sure you take a flashlight we actually saw two bugs in bathroom but thought they were ticks being from a rural mountainous area this made sense to us until we saw all the bites it is an extremely traumatic event to know that bugs have been feeding all over you in the night both my daughter and myself are suffering from post traumatic stress because of it we are always looking for bugs now and jumping out of bed to check i should say that we had stayed at this hotel before several years ago and had loved it hopefully another hotel chain will build a hotel in this area soon so that people experiencing a medical crisis have a choice be very xareful about your luggage  we are still not sure if we brought any home with us or not ,negative,0,1,1,1
best western again spent three nights here while calling on clients the staff was very helpful with directions around the city as well as outside of the city room was clean but a little noisey they were doing work on the floor i was on internet was free and a consistent signal i liked the restaurant and bar  had room service also very good ,positive,0,3,4,4
marginal hotel poor value the only thing good about this hotel is its location if you have a loved one at one of the hospitals as it is an easy walk to several major hospitals we stayed the night before surgery for my partner at brigham  women s hospital and was booked for four nights i checked out after just one night the room was tiny and cramped desperately needed upgrading as it was worn and tired i ve seen dorm rooms from the 1960 s that were better i couldn t get the internet connection to work we had to take the top off the toilet to make it stop running after every flush and the cleaning was superficial including the discovery of a soggy moldy coffee packet in the coffeemaker how dare this hotel charge 189 regular rate and 159 special medical rate for this room parking is an extra cost as well i got a much cleaner nicer room at the boston park plaza for 119 per night and rode the green line train for the remainder of my stay other than a room this hotel offers nothing one might seek for amenities it is dreary it is adjacent to the longwood galleria which has a decent restaurant but is otherwise a small food court like you see in a mall unless you absolutely want to or need to be at the hospitals avoid this hotel ,negative,4,2,2,2
ripping off the medical community and its patients  stay away please note before reading this review that i have stayed at this hotel at least four times in the past year but this last time was for sure the last the front desk staff including the hotel manager is rude they don t give correct information at times and they don t communicate information when changing shifts the night we arrived the hotel s entire computer system crashed we were told not asked to wait in the lobby for over an hour with a 14mo old the hotel manager offered that they have no emergency plan for this type of problem since it never happened before   after an hour we approached the desk and were told that the computer was up but they still couldn t make key cards we waited again for the engineer to come and let us into the room for 5 mins  he tried to open our room using a long wire that he put under the door to hook the door handle on the other side yikes the rug was terribly filthy since after 30 mins of crawling around my son s clean outfit was black not brown from the filth there was an industrial fan on the floor in the hallway outside our room it seems as though there had been a flood in our room since the ceiling was cracked and poorly repaired in the corner perhaps this explains the filthy carpet and hallway fan on a prior visit the heater didn t work the engineer came to fix it and there was a disgusting old baby bottle in there along with actual piles of dust that came out the last time we were at this hotel we vowed never to come again but since children s was paying for the stay we didn t want to look a gift horse in the mouth we now feel that we d rather drive to the hospital from a decent hotel across town than stay at a onestar motel like this again the hotel has a prime location no doubt with many of the hospitals right there i feel they are ripping off the medical community and its patients since they are the only hotel in this area it doesn t seem as though they are putting any money back into the hotel for upkeep modernization or cleaning ,negative,5,0,1,1
totaly awful myself and a friend specifically booked a room with 2 beds when we arrived we were informed that none were available and that they had put us into a room with a single queen sized bed this considering we were two male friends travelling was certainly not acceptable the only option was to pay for a foldout cot to be wheeled into the room the hotel is also connected to a hospital so be prepared for sick people wandering the corridors and constant ambulance sirens outside your bedroom window during the night our room was also never cleaned with dirty mugs and glasses being left unwashed for the entire stay at the end of our stay we noticed a sign which read if we can help with another stay at a best western please ask it happened we were travelling down to new york so asked if they could find out availability in nyc at a best western the concierge told us that he wasn t going to help us and to look up the number in a phone book and do it ourselves from the phone is our room we were then billed for the calls all in all it been one of the worst hotel experiences i have had and would heartily discourage anyone who is considering staying at this hotel ,negative,1,0,1,1
awesome stay we just returned from a four night stay at the inn we really enjoyed the large room and the way housekeeping kept it looking wonderful during our stay after a long day of sightseeing we knew that we would be coming back to a clean and well locked room we were delighted that it was close to the t and tat there were places to eat right there the room service was great too there were no problems with checking in or out and the staff was incredably nice it is defintaly somewhere we would stay again ,positive,4,4,4,5
this hotel has only one thing going for it  location this hotel has unattractive small dark standard rooms the windows do not open and the antiquated noisy climate control system can not be regulated well expect blasts of cold air or heat all night long depending on the season no toiletries are provided other than soap and shampoo service was indifferent with the exception of one hospitable cleaning person the reservation for one of our two rooms was lost because our name was spelled incorrectly the reservation confirmations do not have a reference number on them unless you request one fortunately i did so and was able to help retrieve the lost reservation by providing the number three requests to speak with the manager received promises of return calls but no action absolutely no reason to stay here other than its proximity to several major hospitals ,negative,4,0,1,1
dark and dirty but conveniently located i m quite surprised that travellers rate this hotel as highly as they do i spend 30 to 60 days each year in hotel rooms travelling for business i typically stay in hampton inns holiday inns and courtyard by marriott i have stayed at the inn at longwood several times during the past two years when my son has been admitted to children s hospital for treatment this hotel is quite worn dark and not particularly clean the staff is adequate at best my stays at this hotel rank at the bottom of my list of hotel experiences if this hotel was not situated in the center of the medical hospital district there truly would be no reason to stay here ,negative,4,0,2,2
mediocre but convenient the hotel is old and in need of a face lift parking is located in a public lot adjacent to the hotel so hotel checkin access and unloading from the garage is awkward parking is 18 per day which is cheap compared to other hotels in the copley square area the double room size is small especially the bathroom and they are stingy with the linens one towel per guest one small pillow etc the service at the front desk is slow but friendly location is definitely convenient to attractions in that part of the city but don t expect a luxury hotel food at the grille is just okay and you have to walk a bit for better food selection ,negative,2,3,4,1
beware  this place is terrible we arrived to find that we had no room after much discussion we were found a room   which had no hot water and the water pressure did not exist this was the high point as we needed wading boots to get to our bed the air conditioner had a leak which soaked the carpet the ac had not been turned on so we had the pleasure of staying in a stinky moldy room hotels com was of no use our stay was hoffific ,negative,1,0,1,1
won t ever come back first the positives   we arrived at 1045 a m  and they had a room for us shortly the people at the desk were friendly and helpful now the negatives   after inching our way through terrible boston traffic the parking garage was full so we parked a couple of blocks away and walked through the rain to the hotel the room at 169 night is small and tatty the bathroom is a kneebanger there is a deionizer heater running in the room possibly to remove smoke odor there is broadband internet connection but if you re on the fifth floor as we were expect a very weak wifi signal supposedly you can hardconnect but the receptacles in the room are the old style telephone connectors  no ethernet receptacles and the hotel doesn t furnish cables like many don t count the nearby galleria food court as a plus it s a cattle stampede at noon lest you think we re just overlycritical we stayed at two wonderful chain motels on the way to this one and reviewed them both positively parking by the way is 18 day free at most motels bottom line if you re a patient at one of the many area hospitals perhaps you don t care about any of this but if you re in boston on business or pleasure take a pass find a chain motel outside the inner city where the expense is less and there are more amenities ,negative,2,0,1,4
first best western stayed here when to visit someone in the hospital it was recommended by the hospital my stay was a good one in an otherwise bad situation the food and drinks were good in the restaurant  the staff very helpful and friendly in an awkward time for me my room was comfortable and clean and the free wirless was good to keep me connected with work had a little free time and was able to see a little boson by using the train and walking overall the stay was good and staff made me fell at ease ,positive,4,4,4,4
great place to stay my experience with this hotel was outstanding their customer service was of the highest quality i dealt directly with the manager bill davies he is truly an asset to this hotel and a person of the highest caliber i can t wait to have an opportunity to deal with him the hotel again in the future ,positive,4,0,0,5
not worth the money gross bathrooom tile  ,negative,0,0,1,1
ok hotel good location my wife and i stayed in this hotel for a week while her mother was undergoing surgery in the hospital which was right next door good location the hotel itself was in pretty bad shape the rooms were very small and the elevators were broken the heat was broken during my visit and the lobby was over 100 degrees other than that the staff there were friendly and helpful we ve stayed at 5 star hotels all over the country and we ve never met anyone as spirited and professional as denise at the front desk she is very helpful and made our stay very accommodating it was an absolute pleasure to chat with her everyday if you ever stay at the best western ask denise about all the amazing places to visit in boston although this hotel is mediocre at best our experiences here were phenomenal this hotel would have gotten a 5 star review  ,positive,4,0,3,4
service was not good but convenient location for the hospitals my parents stayed there for 13 days since they needed to visit one of the hospitals in longwood area i visited them several times the room was tiny and the bath room was not cleaned most of the time many stuff members were not very helpful i thought the price was too high however the location is perfect for the hospitals in a cold icy snowy day you want to visit hospitals without worrying about the weather ,negative,4,0,1,2
total ripoff   showreview 4373442  full   ,negative,0,0,0,1
please read  very bad experience   showreview 4045869  full   ,negative,0,0,1,1
great stay   showreview 3508030  full   ,positive,0,0,0,0
not great   ,negative,0,0,0,0
not the best and not a boutique hotel stayed at the capitol hotel as my last stop in australia loved sydney but not this hotel it is a basic three star and the fact that it is owned by rydges is quite surprising definetly not a boutique hotel unless this is the ambition certainly the work and transformation had not started during my stay in july first impression was not good the reception area has a sterile youth hostel feel about it the girl on reception was okay but no aussie welcome during my stay i would say some staff here where polite and friendly while others had little motivation in their job stayed in room 514 which was compact and comfortbale but nothing special bathroom very small and quite tacky location wise no complaints caught the train from the airport to central station which is about a 10  15 minute journey then its just a short walk to the hotel capitol square is right next to the theatre of the same name with a small shopping centre starbucks and irish pub in the same block directly next to china town some of which isn t that picturesque but darling harbour which is brilliant is only a 15 minute walk away circular quay is easy to reach either by taking the train or a ferry from darling harbour which is certainly the most fun way or a good walk down george street never had breakfast in the hotel instead whent along to darling harbour and had great meals sitting in the sunshine in one of the numerous outdoor cafes ,positive,4,0,3,4
noisy i requested a quiet room when booking i was given a room where you could distinctly hear people in the adjacent rooms coughing or talking which make me wake up at nightime the room was tiny but this would have been fine for the price i paid if a better sound insulation had been provided this is not what you expect from a hotel of this category no information at all was provided about telephone and internet rates in the room i came back one night and found the entrance shut with a sign saying reception is temporarily closed and i had to wait outside for a while before being allowed to get into my room ,negative,0,0,2,1
compact stayed here for three nights when passing through sydney on business and a tightish budget got a good price through the visitors centre most things about this hotel were just ok the room i had could be described as  compact but no worse than in most major cities room was clean bathroom pretty small  especially the bath  why bother a shower would do in the space available  breakfast adequate i was on the second floor and was alarmed at the noise coming up from the restaurants next door when i exited the lift i suspect the walls are pretty thin between rooms too although luckily i didn t have noisy neighbours and the restaurant noise didn t actually stop me sleeping i recommend the bangkok restaurant next door incidentally  i think i was probably the only nonthai person there which is a pretty good indication of its quality two things annoyed me a lot firstly the high internet charges 50c a minute and i think your usage was capped at an hour in every 24 hours though i didn t carry on using it too long at that price there s also secondly the booklet in the room recommends guests make use of the safety deposit boxes at reception  well they re tiny far too small to get any valuable objects into unless they re paper and can be folded ,negative,0,3,2,2
move out booked this hotel on rydges web site billy elliot at the capital hotel next door the room was very small with 2 single bedsbathroom room for one person only at a time window faced on to a alley  dark room very tired hotel expected more from the rydges group if you want to go to see a show at the capital  try the metro opposite ,negative,0,0,0,3
great location pity about everything else i have stayed in many different sydney hotels and this time around i searched for a well located hotel within sydney for a reasonable rate for a one night stay just before christmas with a rate of 99 for a sunday night stay in sydney capitol square hotel appeared to fit the bill for this so i was happy to book through the rydges com website upon my arrival at the hotel late on the sunday evening the reception was attended by two staff members one of whom was on the phone the other simply looked up at me blankly and said check in with what name i mean come on it takes only a few seconds more to actually say hello and actually get to know your guest so i was rightly annoyed at this lack of courtesy the same staff member then thrust a registration card at me and simply said can i have your credit card so i can take an imprint why bother employing staff when they do not actually bother to get to know their guestsi was allocated a room on the 5th floor of the hotel and told by the staff member that this was the good floor to be on well if this was the good floor i would really hate to see the other ones the room had splotchy marks all over the carpets dented old furniture and to make things even worse the bathroom was literally the size of a closet and did not have any towels at all so i had to call back downstairs to reception to ask for some towels to be sent up to my room i called twice and on both occasions the number simply rang out on the third attempt my request was finally answered by a staff member who treated my call with contempt and merely stated that they would bring them up when they got a moment i mean i am a paying guest surely my concerns are a priority checking out early on monday morning was certainly very fast i arrived at the reception desk and said that i was checking out the staff member merely said back to me what room and then proceeded to check me out without even a moments pause my request to speak to someone about my stay merely yielded a response of the manager will not be here until 9am and i can t help you i have stayed at many different hotels in sydney and elsewhere and this is the first time that i have actually been told that my opinion is worthless this hotel has a great location at the heart of the entertainment district with darling harbour nearby however the service here is simply appalling and definately not up to the standards of a rydges property throughout my stay i gained the impression that i was simply not important enough to be listened to and that the staff simply do not care as long as you pay up and get out in time next time i am in sydney and paying for my own accommodation i will definately be staying at ibis world square or metro on pitt who i am sure will actually appreciate and enjoy having me as a guest ,negative,4,0,3,1
